39.39	23.09	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
40.15	24.16	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
40.79	25.31	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
41.28	26.51	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
41.64	27.78	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
41.86	29.07	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
41.93	30.37	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
41.85	31.68	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
41.63	32.98	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
41.27	34.22	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
40.76	35.44	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
40.12	36.58	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
39.36	37.64	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
38.48	38.62	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
37.5	39.49	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
36.44	40.23	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
35.28	40.86	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
34.07	41.36	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
32.82	41.71	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
31.52	41.92	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
